Store,1
Sell,2
Allow,2
part,3
Ideally,2
Time,1
Stay,2
Prefer,2
Training,3
Bring,6
Available,1
Option,1
Optional,1
Specialize,1
Accommodate,1
Responsibility,1
Convenient,2
Access,1
Popularity,1
Attract,1
